"ligand","receptor","LR pair"
"APOA4","GABBR1","APOA4 - GABBR1"
"APOA4","HP","APOA4 - HP"
"APOA4","GSN","APOA4 - GSN"
"APOA4","F7","APOA4 - F7"
"APOA4","PF4V1","APOA4 - PF4V1"
"APOA4","ITGA2","APOA4 - ITGA2"
"F7","TTR","F7 - TTR"
"F7","KRT1","F7 - KRT1"
"F7","OR8D2","F7 - OR8D2"
"F7","KLK3","F7 - KLK3"
"F7","OR2T6","F7 - OR2T6"
"F7","APOA2","F7 - APOA2"
"F7","AHSG","F7 - AHSG"
"F7","APOC3","F7 - APOC3"
"F7","ITGB5","F7 - ITGB5"
"F7","SERPING1","F7 - SERPING1"
"F7","APOC1","F7 - APOC1"
"F7","APOC2","F7 - APOC2"
"F7","CST3","F7 - CST3"
"F7","CFB","F7 - CFB"
"F7","CFD","F7 - CFD"
"F7","CFH","F7 - CFH"
"F7","DCD","F7 - DCD"
"F7","HPX","F7 - HPX"
"F7","ITIH1","F7 - ITIH1"
"F7","OR3A2","F7 - OR3A2"
"F7","PPBP","F7 - PPBP"
"F7","RYR2","F7 - RYR2"
"F7","APOE","F7 - APOE"
"F7","PRSS3","F7 - PRSS3"
"F7","SLC1A5","F7 - SLC1A5"
"F7","ADRA1B","F7 - ADRA1B"
"F7","APOA1","F7 - APOA1"
"F7","CTSL","F7 - CTSL"
"F7","FN1","F7 - FN1"
"F7","GABBR1","F7 - GABBR1"
"F7","HP","F7 - HP"
"F7","GSN","F7 - GSN"
"F7","APOA4","F7 - APOA4"
"F7","PF4V1","F7 - PF4V1"
"F7","ITGA2","F7 - ITGA2"
"PF4V1","TTR","PF4V1 - TTR"
"PF4V1","KRT1","PF4V1 - KRT1"
"PF4V1","OR8D2","PF4V1 - OR8D2"
"PF4V1","KLK3","PF4V1 - KLK3"
"PF4V1","OR2T6","PF4V1 - OR2T6"
"PF4V1","APOA2","PF4V1 - APOA2"
"PF4V1","AHSG","PF4V1 - AHSG"
"PF4V1","APOC3","PF4V1 - APOC3"
"PF4V1","ITGB5","PF4V1 - ITGB5"
"PF4V1","SERPING1","PF4V1 - SERPING1"
"PF4V1","APOC1","PF4V1 - APOC1"
"PF4V1","APOC2","PF4V1 - APOC2"
"PF4V1","CST3","PF4V1 - CST3"
"PF4V1","CFB","PF4V1 - CFB"
"PF4V1","CFD","PF4V1 - CFD"
"PF4V1","CFH","PF4V1 - CFH"
"PF4V1","DCD","PF4V1 - DCD"
"PF4V1","HPX","PF4V1 - HPX"
"PF4V1","ITIH1","PF4V1 - ITIH1"
"PF4V1","OR3A2","PF4V1 - OR3A2"
"PF4V1","PPBP","PF4V1 - PPBP"
"PF4V1","RYR2","PF4V1 - RYR2"
"PF4V1","APOE","PF4V1 - APOE"
"PF4V1","PRSS3","PF4V1 - PRSS3"
"PF4V1","SLC1A5","PF4V1 - SLC1A5"
"PF4V1","ADRA1B","PF4V1 - ADRA1B"
"PF4V1","ALB","PF4V1 - ALB"
"PF4V1","APOA1","PF4V1 - APOA1"
"PF4V1","CTSL","PF4V1 - CTSL"
"PF4V1","FN1","PF4V1 - FN1"
"PF4V1","GABBR1","PF4V1 - GABBR1"
"PF4V1","HP","PF4V1 - HP"
"PF4V1","GSN","PF4V1 - GSN"
"PF4V1","APOA4","PF4V1 - APOA4"
"PF4V1","F7","PF4V1 - F7"
"PF4V1","ITGA2","PF4V1 - ITGA2"
"ITGA2","TTR","ITGA2 - TTR"
"ITGA2","KRT1","ITGA2 - KRT1"
"ITGA2","OR8D2","ITGA2 - OR8D2"
"ITGA2","KLK3","ITGA2 - KLK3"
"ITGA2","OR2T6","ITGA2 - OR2T6"
"ITGA2","APOA2","ITGA2 - APOA2"
"ITGA2","AHSG","ITGA2 - AHSG"
"ITGA2","APOC3","ITGA2 - APOC3"
"ITGA2","ITGB5","ITGA2 - ITGB5"
"ITGA2","SERPING1","ITGA2 - SERPING1"
"ITGA2","APOC1","ITGA2 - APOC1"
"ITGA2","APOC2","ITGA2 - APOC2"
"ITGA2","CST3","ITGA2 - CST3"
"ITGA2","CFB","ITGA2 - CFB"
"ITGA2","CFD","ITGA2 - CFD"
"ITGA2","CFH","ITGA2 - CFH"
"ITGA2","DCD","ITGA2 - DCD"
"ITGA2","HPX","ITGA2 - HPX"
"ITGA2","ITIH1","ITGA2 - ITIH1"
"ITGA2","OR3A2","ITGA2 - OR3A2"
"ITGA2","PPBP","ITGA2 - PPBP"
"ITGA2","RYR2","ITGA2 - RYR2"
"ITGA2","APOE","ITGA2 - APOE"
"ITGA2","PRSS3","ITGA2 - PRSS3"
"ITGA2","SLC1A5","ITGA2 - SLC1A5"
"ITGA2","ADRA1B","ITGA2 - ADRA1B"
"ITGA2","ALB","ITGA2 - ALB"
"ITGA2","APOA1","ITGA2 - APOA1"
"ITGA2","CTSL","ITGA2 - CTSL"
"ITGA2","FN1","ITGA2 - FN1"
"ITGA2","GABBR1","ITGA2 - GABBR1"
"ITGA2","HP","ITGA2 - HP"
"ITGA2","GSN","ITGA2 - GSN"
"ITGA2","APOA4","ITGA2 - APOA4"
"ITGA2","F7","ITGA2 - F7"
"ITGA2","PF4V1","ITGA2 - PF4V1"
"LGALS3","LGALS1","LGALS3 - LGALS1"
"LGALS1","LGALS3","LGALS1 - LGALS3"
"SDF4","SDF2","SDF4 - SDF2"
"SDF4","SDF2L1","SDF4 - SDF2L1"
"SDF4","HYOU1","SDF4 - HYOU1"
"SDF4","PON2","SDF4 - PON2"
"SDF2","SDF4","SDF2 - SDF4"
"SDF2","HYOU1","SDF2 - HYOU1"
"SDF2L1","SDF4","SDF2L1 - SDF4"
"SDF2L1","HYOU1","SDF2L1 - HYOU1"
"HYOU1","SDF4","HYOU1 - SDF4"
"HYOU1","SDF2","HYOU1 - SDF2"
"HYOU1","SDF2L1","HYOU1 - SDF2L1"
"HYOU1","PON2","HYOU1 - PON2"
"PON2","SDF4","PON2 - SDF4"
"PON2","HYOU1","PON2 - HYOU1"
"TRAF2","TNFRSF1A","TRAF2 - TNFRSF1A"
"GABRB1","GABRG1","GABRB1 - GABRG1"
"GABRB1","GABRG2","GABRB1 - GABRG2"
"GABRB1","GABRA1","GABRB1 - GABRA1"
"GABRB1","GABRA2","GABRB1 - GABRA2"
"GABRB1","GABRQ","GABRB1 - GABRQ"
"GABRB1","GABRB2","GABRB1 - GABRB2"
"GABRG1","GABRB1","GABRG1 - GABRB1"
"GABRG1","GABRG2","GABRG1 - GABRG2"
"GABRG1","GABRA1","GABRG1 - GABRA1"
"GABRG1","GABRA2","GABRG1 - GABRA2"
"GABRG1","GABRQ","GABRG1 - GABRQ"
"GABRG1","GABRB2","GABRG1 - GABRB2"
"GABRG2","GABRB1","GABRG2 - GABRB1"
"GABRG2","GABRG1","GABRG2 - GABRG1"
"GABRG2","GABRA1","GABRG2 - GABRA1"
"GABRG2","GABRA2","GABRG2 - GABRA2"
"GABRG2","GABRQ","GABRG2 - GABRQ"
"GABRG2","GABRB2","GABRG2 - GABRB2"
"GABRA1","GABRB1","GABRA1 - GABRB1"
"GABRA1","GABRG1","GABRA1 - GABRG1"
"GABRA1","GABRG2","GABRA1 - GABRG2"
"GABRA1","GABRA2","GABRA1 - GABRA2"
"GABRA1","GABRB2","GABRA1 - GABRB2"
"GABRA2","GABRB1","GABRA2 - GABRB1"
"GABRA2","GABRG1","GABRA2 - GABRG1"
"GABRA2","GABRG2","GABRA2 - GABRG2"
"GABRA2","GABRA1","GABRA2 - GABRA1"
"GABRA2","GABRQ","GABRA2 - GABRQ"
"GABRA2","GABRB2","GABRA2 - GABRB2"
"GABRQ","GABRB1","GABRQ - GABRB1"
"GABRQ","GABRG1","GABRQ - GABRG1"
"GABRQ","GABRG2","GABRQ - GABRG2"
"GABRQ","GABRA1","GABRQ - GABRA1"
"GABRQ","GABRA2","GABRQ - GABRA2"
"GABRQ","GABRB2","GABRQ - GABRB2"
"GABRB2","GABRB1","GABRB2 - GABRB1"
"GABRB2","GABRG1","GABRB2 - GABRG1"
"GABRB2","GABRG2","GABRB2 - GABRG2"
"GABRB2","GABRA1","GABRB2 - GABRA1"
"GABRB2","GABRA2","GABRB2 - GABRA2"
"GABRB2","GABRQ","GABRB2 - GABRQ"
"IL2RB","IL15","IL2RB - IL15"
"IL15","IL2RG","IL15 - IL2RG"
"TNFRSF1A","TNF","TNFRSF1A - TNF"
"ROR1","ERBB3","ROR1 - ERBB3"
"EGFR","ROR1","EGFR - ROR1"
"EGFR","ERBB3","EGFR - ERBB3"
"ERBB3","ROR1","ERBB3 - ROR1"
"TFRC","VCAM1","TFRC - VCAM1"
"TFRC","GP1BB","TFRC - GP1BB"
"TFRC","YARS","TFRC - YARS"
"VCAM1","TFRC","VCAM1 - TFRC"
"VCAM1","ANXA2","VCAM1 - ANXA2"
"VCAM1","PKM","VCAM1 - PKM"
"VCAM1","HMGB1","VCAM1 - HMGB1"
"VCAM1","GP1BB","VCAM1 - GP1BB"
"VCAM1","YARS","VCAM1 - YARS"
"VCAM1","ITGA4","VCAM1 - ITGA4"
"VCAM1","KRT1","VCAM1 - KRT1"
"VCAM1","ITGB1","VCAM1 - ITGB1"
"ANXA2","VCAM1","ANXA2 - VCAM1"
"ANXA2","GP1BB","ANXA2 - GP1BB"
"ANXA2","YARS","ANXA2 - YARS"
"PKM","VCAM1","PKM - VCAM1"
"PKM","GP1BB","PKM - GP1BB"
"PKM","YARS","PKM - YARS"
"HMGB1","VCAM1","HMGB1 - VCAM1"
"HMGB1","GP1BB","HMGB1 - GP1BB"
"HMGB1","YARS","HMGB1 - YARS"
"GP1BB","TFRC","GP1BB - TFRC"
"GP1BB","VCAM1","GP1BB - VCAM1"
"GP1BB","ANXA2","GP1BB - ANXA2"
"GP1BB","PKM","GP1BB - PKM"
"GP1BB","HMGB1","GP1BB - HMGB1"
"GP1BB","YARS","GP1BB - YARS"
"GP1BB","ITGA4","GP1BB - ITGA4"
"GP1BB","KRT1","GP1BB - KRT1"
"GP1BB","ITGB1","GP1BB - ITGB1"
"YARS","TFRC","YARS - TFRC"
"YARS","VCAM1","YARS - VCAM1"
"YARS","ANXA2","YARS - ANXA2"
"YARS","PKM","YARS - PKM"
"YARS","HMGB1","YARS - HMGB1"
"YARS","GP1BB","YARS - GP1BB"
"YARS","ITGA4","YARS - ITGA4"
"YARS","KRT1","YARS - KRT1"
"YARS","ITGB1","YARS - ITGB1"
"ITGA4","VCAM1","ITGA4 - VCAM1"
"ITGA4","GP1BB","ITGA4 - GP1BB"
"ITGA4","YARS","ITGA4 - YARS"
"KRT1","VCAM1","KRT1 - VCAM1"
"KRT1","GP1BB","KRT1 - GP1BB"
"KRT1","YARS","KRT1 - YARS"
"ITGB1","GP1BB","ITGB1 - GP1BB"
"ITGB1","YARS","ITGB1 - YARS"
"KRT1","HNRNPM","KRT1 - HNRNPM"
"HNRNPM","KRT1","HNRNPM - KRT1"
"ITGA4","EMILIN1","ITGA4 - EMILIN1"
"EMILIN1","ITGB1","EMILIN1 - ITGB1"
"EMILIN1","ITGA4","EMILIN1 - ITGA4"
"SERPINC1","GZMA","SERPINC1 - GZMA"
"ITGB1","CD9","ITGB1 - CD9"
"HNRNPM","DCD","HNRNPM - DCD"
"HNRNPM","P4HB","HNRNPM - P4HB"
"HNRNPM","LEPRE1","HNRNPM - LEPRE1"
"DCD","HNRNPM","DCD - HNRNPM"
"DCD","P4HB","DCD - P4HB"
"DCD","LEPRE1","DCD - LEPRE1"
"P4HB","HNRNPM","P4HB - HNRNPM"
"P4HB","DCD","P4HB - DCD"
"LEPRE1","HNRNPM","LEPRE1 - HNRNPM"
"LEPRE1","DCD","LEPRE1 - DCD"
"EMILIN3","GLG1","EMILIN3 - GLG1"
"EMILIN3","ANXA1","EMILIN3 - ANXA1"
"EMILIN3","GPC4","EMILIN3 - GPC4"
"EMILIN3","ENPP1","EMILIN3 - ENPP1"
"GLG1","EMILIN3","GLG1 - EMILIN3"
"GLG1","ANXA1","GLG1 - ANXA1"
"GLG1","GPC4","GLG1 - GPC4"
"GLG1","ENPP1","GLG1 - ENPP1"
"ANXA1","EMILIN3","ANXA1 - EMILIN3"
"ANXA1","GLG1","ANXA1 - GLG1"
"ANXA1","GPC4","ANXA1 - GPC4"
"ANXA1","ENPP1","ANXA1 - ENPP1"
"GPC4","EMILIN3","GPC4 - EMILIN3"
"GPC4","GLG1","GPC4 - GLG1"
"GPC4","ANXA1","GPC4 - ANXA1"
"GPC4","ENPP1","GPC4 - ENPP1"
"ENPP1","EMILIN3","ENPP1 - EMILIN3"
"ENPP1","GLG1","ENPP1 - GLG1"
"ENPP1","ANXA1","ENPP1 - ANXA1"
"ENPP1","GPC4","ENPP1 - GPC4"
"PTPRF","MET","PTPRF - MET"
"PTPRF","SERAC1","PTPRF - SERAC1"
"PTPRF","COL17A1","PTPRF - COL17A1"
"PTPRF","APOB","PTPRF - APOB"
"PTPRF","NELL1","PTPRF - NELL1"
"PTPRF","ERBB2","PTPRF - ERBB2"
"PTPRF","AP2M1","PTPRF - AP2M1"
"PTPRF","ANXA1","PTPRF - ANXA1"
"PTPRF","EGFR","PTPRF - EGFR"
"PTPRF","ITGB4","PTPRF - ITGB4"
"MET","PTPRF","MET - PTPRF"
"MET","CDH1","MET - CDH1"
"MET","SERAC1","MET - SERAC1"
"MET","PTPRD","MET - PTPRD"
"MET","COL17A1","MET - COL17A1"
"MET","APOB","MET - APOB"
"MET","NELL1","MET - NELL1"
"MET","ERBB2","MET - ERBB2"
"MET","AP2M1","MET - AP2M1"
"MET","ANXA1","MET - ANXA1"
"CDH1","PTPRF","CDH1 - PTPRF"
"CDH1","SERAC1","CDH1 - SERAC1"
"CDH1","PTPRD","CDH1 - PTPRD"
"CDH1","COL17A1","CDH1 - COL17A1"
"CDH1","APOB","CDH1 - APOB"
"CDH1","NELL1","CDH1 - NELL1"
"CDH1","ERBB2","CDH1 - ERBB2"
"CDH1","AP2M1","CDH1 - AP2M1"
"CDH1","ANXA1","CDH1 - ANXA1"
"CDH1","ITGB4","CDH1 - ITGB4"
"SERAC1","PTPRF","SERAC1 - PTPRF"
"SERAC1","MET","SERAC1 - MET"
"SERAC1","CDH1","SERAC1 - CDH1"
"SERAC1","PTPRD","SERAC1 - PTPRD"
"SERAC1","COL17A1","SERAC1 - COL17A1"
"SERAC1","APOB","SERAC1 - APOB"
"SERAC1","NELL1","SERAC1 - NELL1"
"SERAC1","ERBB2","SERAC1 - ERBB2"
"SERAC1","AP2M1","SERAC1 - AP2M1"
"SERAC1","ANXA1","SERAC1 - ANXA1"
"SERAC1","EGFR","SERAC1 - EGFR"
"SERAC1","ITGB4","SERAC1 - ITGB4"
"PTPRD","PTPRF","PTPRD - PTPRF"
"PTPRD","MET","PTPRD - MET"
"PTPRD","CDH1","PTPRD - CDH1"
"PTPRD","SERAC1","PTPRD - SERAC1"
"PTPRD","COL17A1","PTPRD - COL17A1"
"PTPRD","APOB","PTPRD - APOB"
"PTPRD","NELL1","PTPRD - NELL1"
"PTPRD","ERBB2","PTPRD - ERBB2"
"PTPRD","AP2M1","PTPRD - AP2M1"
"PTPRD","ANXA1","PTPRD - ANXA1"
"PTPRD","EGFR","PTPRD - EGFR"
"PTPRD","ITGB4","PTPRD - ITGB4"
